2025-08-26 13:42:55 | ERROR | avanqard | Exception ignored on calling ctypes callback function <function bring_to_front.<locals>.enum_proc at 0x00000240FCA031A0>
2025-08-28 18:08:25 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-28 18:08:25 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-28 18:08:25 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-28 18:08:25 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-28 18:08:25 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-28 18:08:25 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-28 18:08:25 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-28 18:08:25 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-28 19:23:36 | ERROR | avanqard | Login attempt failed: incorrect password.
2025-08-28 19:23:45 | ERROR | avanqard | Login attempt failed: incorrect password.
2025-08-28 20:22:02 | ERROR | avanqard | Daxil olma cəhdi uğursuz oldu: şifrə səhvdir.
2025-08-28 20:53:34 | ERROR | avanqard | Qeydiyyat cəhdi uğursuz oldu: istifadəçi adı artıq mövcuddur.
2025-08-28 20:56:26 | ERROR | avanqard | Faktura yadda saxla xətası: no such table: musteriler
2025-08-28 21:04:40 | ERROR | avanqard | Anbar pəncərəsi açılarkən xəta: cannot use geometry manager pack inside .!ctkframe5 which already has slaves managed by grid
2025-08-28 21:04:40 | ERROR | avanqard | Anbar pəncərəsi açılarkən xəta: cannot use geometry manager pack inside .!ctkframe5 which already has slaves managed by grid
2025-08-28 21:10:16 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 21:11:39 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 21:11:56 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 21:25:34 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 21:25:37 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 21:25:39 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 21:25:40 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 21:25:42 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 21:25:55 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_on_close'
NoneType: None
2025-08-28 22:02:57 | ERROR | avanqard | Exception in Tkinter callback
2025-08-28 22:02:57 | ERROR | avanqard | Traceback (most recent call last):
2025-08-28 22:02:57 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-28 22:02:57 | ERROR | avanqard |     return self.func(*args)
2025-08-28 22:02:57 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-28 22:02:57 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 698, in _on_close
2025-08-28 22:02:57 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-28 22:02:57 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-28 22:02:57 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-28 22:02:57 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-28 22:02:57 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-28 22:02:57 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-28 22:02:57 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-28 22:02:57 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-28 22:06:52 | ERROR | avanqard | Faktura məlumatı yüklənmədi: no such table: fakturalar
2025-08-28 22:52:39 | ERROR | avanqard | Faktura məlumatı yüklənmədi: no such table: fakturalar
2025-08-28 23:04:22 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 23:04:39 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 23:14:27 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_run'
NoneType: None
2025-08-28 23:33:56 | ERROR | avanqard | UNCAUGHT: AttributeError: '_tkinter.tkapp' object has no attribute '_export_pdf'
NoneType: None
2025-08-28 23:48:50 | ERROR | avanqard | Exception in Tkinter callback
2025-08-28 23:48:50 | ERROR | avanqard | Traceback (most recent call last):
2025-08-28 23:48:50 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-28 23:48:50 | ERROR | avanqard |     return self.func(*args)
2025-08-28 23:48:50 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-28 23:48:50 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 704, in _on_close
2025-08-28 23:48:50 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-28 23:48:50 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-28 23:48:50 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-28 23:48:50 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-28 23:48:50 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-28 23:48:50 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-28 23:48:50 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-28 23:48:50 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-28 23:57:31 | ERROR | avanqard | Exception in Tkinter callback
2025-08-28 23:57:31 | ERROR | avanqard | Traceback (most recent call last):
2025-08-28 23:57:31 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-28 23:57:31 | ERROR | avanqard |     return self.func(*args)
2025-08-28 23:57:31 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-28 23:57:31 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 704, in _on_close
2025-08-28 23:57:31 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-28 23:57:31 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-28 23:57:31 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-28 23:57:31 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-28 23:57:31 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-28 23:57:31 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-28 23:57:31 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-28 23:57:31 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-29 00:04:22 | ERROR | avanqard | Exception in Tkinter callback
2025-08-29 00:04:22 | ERROR | avanqard | Traceback (most recent call last):
2025-08-29 00:04:22 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-29 00:04:22 | ERROR | avanqard |     return self.func(*args)
2025-08-29 00:04:22 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-29 00:04:22 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 704, in _on_close
2025-08-29 00:04:22 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-29 00:04:22 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-29 00:04:22 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-29 00:04:22 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-29 00:04:22 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-29 00:04:22 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-29 00:04:22 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-29 00:04:22 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-29 00:05:01 | ERROR | avanqard | Exception in Tkinter callback
2025-08-29 00:05:01 | ERROR | avanqard | Traceback (most recent call last):
2025-08-29 00:05:01 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-29 00:05:01 | ERROR | avanqard |     return self.func(*args)
2025-08-29 00:05:01 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-29 00:05:01 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 704, in _on_close
2025-08-29 00:05:01 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-29 00:05:01 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-29 00:05:01 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-29 00:05:01 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-29 00:05:01 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-29 00:05:01 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-29 00:05:01 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-29 00:05:01 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-29 00:05:16 | ERROR | avanqard | Exception in Tkinter callback
2025-08-29 00:05:16 | ERROR | avanqard | Traceback (most recent call last):
2025-08-29 00:05:16 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-29 00:05:16 | ERROR | avanqard |     return self.func(*args)
2025-08-29 00:05:16 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-29 00:05:16 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 704, in _on_close
2025-08-29 00:05:16 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-29 00:05:16 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-29 00:05:16 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-29 00:05:16 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-29 00:05:16 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-29 00:05:16 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-29 00:05:16 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-29 00:05:16 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-29 00:08:16 | ERROR | avanqard | Exception in Tkinter callback
2025-08-29 00:08:16 | ERROR | avanqard | Traceback (most recent call last):
2025-08-29 00:08:16 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2068, in __call__
2025-08-29 00:08:16 | ERROR | avanqard |     return self.func(*args)
2025-08-29 00:08:16 | ERROR | avanqard |            ~~~~~~~~~^^^^^^^
2025-08-29 00:08:16 | ERROR | avanqard |   File "c:\New folder\hesab.py", line 722, in _on_close
2025-08-29 00:08:16 | ERROR | avanqard |     if self == self.winfo_toplevel():
2025-08-29 00:08:16 | ERROR | avanqard |                ~~~~~~~~~~~~~~~~~~~^^
2025-08-29 00:08:16 | ERROR | avanqard |   File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 1385, in winfo_toplevel
2025-08-29 00:08:16 | ERROR | avanqard |     return self._nametowidget(self.tk.call(
2025-08-29 00:08:16 | ERROR | avanqard |                               ~~~~~~~~~~~~^
2025-08-29 00:08:16 | ERROR | avanqard |         'winfo', 'toplevel', self._w))
2025-08-29 00:08:16 | ERROR | avanqard |         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
2025-08-29 00:08:16 | ERROR | avanqard | _tkinter.TclError: can't invoke "winfo" command: application has been destroyed
2025-08-29 00:34:51 | ERROR | avanqard | Stok ekranı doldurulamadı: '_tkinter.tkapp' object has no attribute 'card_low_stock'
Traceback (most recent call last):
  File "c:\New folder\stok.py", line 287, in _load_kpis_and_table
    self.card_low_stock.configure(text=f"{int(low_count):,}")
    ^^^^^^^^^^^^^^^^^^^
  File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2546, in __getattr__
    return getattr(self.tk, attr)
AttributeError: '_tkinter.tkapp' object has no attribute 'card_low_stock'
2025-08-29 00:35:48 | ERROR | avanqard | Stok ekranı doldurulamadı: '_tkinter.tkapp' object has no attribute 'card_low_stock'
Traceback (most recent call last):
  File "c:\New folder\stok.py", line 287, in _load_kpis_and_table
    self.card_low_stock.configure(text=f"{int(low_count):,}")
    ^^^^^^^^^^^^^^^^^^^
  File "C:\Program Files\Python313\Lib\tkinter\__init__.py", line 2546, in __getattr__
    return getattr(self.tk, attr)
AttributeError: '_tkinter.tkapp' object has no attribute 'card_low_stock'
