Date,Channel,Campaign,Spend (TL),Impressions,Clicks,Acquired_Customers,Revenue (TL),Product_Cost (TL),ROI (%),CAC (TL)
2025-05-10,Email,Summer Sale,856.15,99782,3128,44,5841.28,4824.81,18.73,19.46
2025-04-19,Facebook,Black Friday,3684.9,54448,2688,54,17562.96,4000.45,268.06,68.24
2025-01-02,Affiliate,Brand Awareness,3648.71,70513,3136,78,8469.99,2474.48,64.32,46.78
2025-02-11,Google Ads,Black Friday,2154.09,7068,2996,7,13620.7,4622.35,317.73,307.73
2025-03-07,Facebook,New Product,4627.69,32227,3521,90,466.08,861.98,-108.56,51.42
2024-07-12,Facebook,Black Friday,876.54,13740,4352,32,16297.12,4958.49,1193.57,27.39
2024-07-25,Google Ads,Holiday Discount,1373.32,89333,1674,29,4882.55,3589.76,-5.86,47.36
2024-08-13,Organic,Summer Sale,362.96,65745,3007,46,6249.88,509.92,1481.43,7.89
2024-07-11,Google Ads,New Product,3987.48,8791,3337,73,1000.6,2692.23,-142.42,54.62
2025-01-16,Twitter,Holiday Discount,3127.71,1485,1575,78,8252.89,3560.16,50.04,40.1
2024-11-04,Twitter,Summer Sale,1608.95,46048,1532,53,17066.28,3072.85,769.72,30.36
2024-08-20,Instagram,Holiday Discount,860.88,31695,308,81,7636.81,2131.27,539.52,10.63
2024-09-06,Instagram,Black Friday,248.73,38441,503,25,18181.24,1255.75,6704.76,9.95
2025-03-18,Email,New Product,875.39,1337,848,53,17362.21,1206.38,1745.56,16.52
2024-06-12,Facebook,Black Friday,2293.76,91972,4520,94,1333.02,4636.21,-244.01,24.4
2025-04-12,Email,Brand Awareness,1273.53,16092,2561,29,6174.91,1189.01,291.5,43.91
2024-07-08,Google Ads,New Product,1331.96,57052,4220,93,18217.3,4812.78,906.38,14.32
2024-10-09,Google Ads,Black Friday,4384.1,2471,291,82,693.2,1066.92,-108.52,53.46
2025-02-19,Instagram,New Product,2599.93,52194,1762,95,15339.58,1933.73,415.62,27.37
2025-04-01,Instagram,Summer Sale,3659.8,45388,4268,83,18137.92,81.37,393.38,44.09
2024-09-14,Twitter,New Product,226.77,94232,2052,81,15432.78,4517.66,4713.3,2.8
2025-03-26,Google Ads,New Product,1857.56,73025,3377,6,14901.9,539.67,673.18,309.59
2025-03-08,Organic,Summer Sale,2421.89,59045,2331,76,16882.78,1799.5,522.79,31.87
2024-12-27,Google Ads,Black Friday,972.76,74392,546,38,13349.21,4215.74,838.92,25.6
2024-09-06,Facebook,New Product,644.95,95147,3161,3,8519.61,3963.65,606.41,214.98
2024-07-25,Facebook,Holiday Discount,4358.0,62088,776,35,1348.84,4210.68,-165.67,124.51
2025-03-12,Facebook,New Product,4700.19,75901,1881,55,15780.55,4572.26,138.46,85.46
2024-07-19,Google Ads,Black Friday,440.09,6664,1871,47,18114.55,4557.13,2980.6,9.36
2024-12-31,Instagram,Summer Sale,1777.64,89859,1866,33,10280.57,3857.09,261.35,53.87
2025-04-12,Organic,Black Friday,4793.51,92991,141,93,10696.96,2920.47,62.23,51.54
2024-09-24,Facebook,Brand Awareness,461.65,6379,3482,3,8125.41,2816.52,1049.98,153.88
2024-08-25,Instagram,New Product,3236.02,68660,2019,69,17151.96,84.34,427.43,46.9
2024-06-08,Organic,New Product,4862.5,32536,2434,59,394.59,3618.4,-166.3,82.42
2025-02-21,Organic,Summer Sale,4892.21,5991,3729,78,12528.52,1148.85,132.61,62.72
2025-05-05,Instagram,New Product,2382.56,73330,4658,92,18157.52,4146.91,488.05,25.9
2024-08-19,Facebook,Holiday Discount,855.61,95754,652,96,2154.12,2777.94,-172.91,8.91
2024-08-02,Twitter,Holiday Discount,1050.32,97649,477,18,19187.37,4936.49,1256.81,58.35
2025-03-23,Instagram,Black Friday,4453.53,94513,2069,77,19356.8,1067.16,310.68,57.84
2025-05-23,Google Ads,Summer Sale,4562.83,29359,1506,66,18602.8,3622.86,228.3,69.13
2024-07-29,Facebook,Brand Awareness,3059.0,50302,56,25,9304.67,2746.72,114.38,122.36
2025-01-13,Organic,Black Friday,3842.57,19043,2484,20,7721.1,4660.4,-20.35,192.13
2024-12-17,Google Ads,Summer Sale,3712.66,89059,1423,71,14148.36,1344.65,244.87,52.29
2025-03-08,Affiliate,Summer Sale,3326.02,10070,690,75,6441.94,316.0,84.18,44.35
2025-01-12,Google Ads,Black Friday,4145.02,73735,3812,69,1460.05,2728.45,-130.6,60.07
2025-03-18,Organic,Black Friday,3442.76,85239,4055,29,18038.3,2617.63,347.92,118.72
2024-10-05,Facebook,New Product,2693.31,85803,2280,18,12733.64,1572.3,314.41,149.63
2025-04-14,Instagram,Brand Awareness,1222.93,15133,4710,72,4222.37,4932.96,-158.11,16.99
2025-02-13,Twitter,Holiday Discount,3732.25,57955,3861,27,466.33,367.16,-97.34,138.23
2024-08-15,Facebook,New Product,2393.52,29571,3356,42,14497.97,2856.21,386.39,56.99
2024-09-10,Instagram,Summer Sale,1509.22,27991,495,66,17070.72,1315.88,943.91,22.87
2024-12-05,Google Ads,Brand Awareness,4019.63,78115,3991,99,8172.39,29.52,102.58,40.6
2024-12-15,Google Ads,Brand Awareness,3498.73,50741,4345,26,1709.87,4939.49,-192.31,134.57
2025-01-05,Google Ads,Black Friday,4689.83,99891,3045,23,13007.56,2418.43,125.79,203.91
2024-07-04,Email,Brand Awareness,868.94,85539,562,5,6008.89,4288.81,97.95,173.79
2024-08-20,Google Ads,Brand Awareness,3263.49,22871,1039,80,2964.54,4203.53,-137.97,40.79
2025-04-06,Google Ads,Summer Sale,1258.99,7223,1451,11,10256.89,4065.15,391.8,114.45
2024-12-03,Facebook,New Product,4522.74,15197,1862,19,9688.69,2305.91,63.24,238.04
2024-09-28,Email,Brand Awareness,542.52,75923,595,80,10383.73,4481.71,987.89,6.78
2024-06-23,Organic,Black Friday,3298.0,93438,2583,96,16496.25,1849.02,344.12,34.35
2025-01-23,Google Ads,New Product,3965.87,81375,2059,12,9742.46,2053.77,93.87,330.49
2024-09-01,Google Ads,Black Friday,1806.84,64196,3482,2,18020.76,1293.41,825.78,903.42
2025-01-18,Twitter,Brand Awareness,4772.98,80432,4135,43,16852.03,2251.46,205.9,111.0
2025-02-26,Facebook,New Product,4261.12,42525,2265,22,13057.21,4932.77,90.66,193.69
2025-03-18,Twitter,Brand Awareness,1508.36,17198,3715,26,1231.35,2874.74,-208.95,58.01
2024-09-24,Twitter,Summer Sale,87.33,35524,877,33,17312.39,4158.87,14961.86,2.65
2024-06-16,Organic,New Product,1518.45,95187,2234,24,18120.88,1331.45,1005.7,63.27
2024-08-30,Google Ads,Black Friday,1442.49,99172,2212,69,7563.44,4780.49,92.93,20.91
2025-04-17,Organic,Summer Sale,4455.32,93680,1325,21,10570.42,85.6,135.33,212.16
2025-04-19,Organic,Holiday Discount,4837.25,85293,1566,46,5692.31,4652.62,-78.51,105.16
2024-12-11,Instagram,Black Friday,398.68,19515,1362,18,392.86,4492.06,-1128.19,22.15
2024-10-30,Facebook,Brand Awareness,2382.91,23027,3573,5,9641.08,355.43,289.68,476.58
2024-12-13,Facebook,Black Friday,2764.24,14792,565,8,2674.24,3032.14,-112.95,345.53
2025-04-21,Google Ads,Holiday Discount,509.91,82313,4833,85,3748.16,3930.52,-135.76,6.0
2024-09-27,Instagram,Black Friday,1918.61,86330,1069,57,9666.15,2030.96,297.95,33.66
2024-12-30,Instagram,Summer Sale,1619.56,33544,1345,5,17354.06,477.45,942.05,323.91
2025-02-08,Facebook,Black Friday,2703.48,85287,1099,13,16908.19,4150.41,371.9,207.96
2025-04-13,Instagram,New Product,3322.89,97559,2390,83,19304.86,2343.16,410.45,40.03
2025-03-28,Facebook,Holiday Discount,3532.25,86263,1307,93,9705.34,1330.99,137.08,37.98
2024-10-17,Email,Black Friday,726.94,24665,2328,66,11084.98,372.86,1373.59,11.01
2025-03-22,Twitter,Holiday Discount,4074.09,32126,3035,37,16460.11,3208.06,225.28,110.11
2024-08-04,Google Ads,Summer Sale,3408.78,20481,3919,90,14023.5,230.66,304.63,37.88
2024-08-13,Facebook,New Product,4450.92,92372,1194,29,3738.16,3959.65,-104.98,153.48
2024-08-07,Google Ads,Brand Awareness,2274.21,24549,4663,69,8023.68,3858.34,83.16,32.96
2024-11-08,Email,Black Friday,4474.75,69872,755,32,18590.27,1628.25,279.06,139.84
2025-03-30,Organic,Summer Sale,4335.58,74693,2474,48,3007.93,2371.99,-85.33,90.32
2024-07-16,Twitter,Holiday Discount,2220.13,53236,3621,2,4266.19,3352.71,-58.85,1110.06
2024-07-20,Facebook,Holiday Discount,1936.66,64983,1984,69,8073.13,4796.44,69.19,28.07
2024-12-20,Affiliate,Summer Sale,4667.42,37155,2534,97,18803.5,2610.35,246.94,48.12
2024-07-03,Google Ads,Black Friday,3590.07,38481,1795,51,2364.98,4983.47,-172.94,70.39
2025-05-14,Email,Brand Awareness,4644.81,98103,1019,35,13491.55,1639.03,155.18,132.71
2024-06-26,Google Ads,Black Friday,3995.03,68967,2596,83,2729.24,2641.93,-97.81,48.13
2025-02-25,Twitter,New Product,3066.02,83561,2697,15,10537.57,595.77,224.26,204.4
2024-07-30,Instagram,Black Friday,623.47,21446,827,99,10777.61,2791.07,1180.98,6.3
2025-01-12,Email,New Product,1492.83,9507,1383,72,948.26,2690.84,-216.73,20.73
2024-06-26,Organic,Holiday Discount,4845.77,34208,2167,65,19086.94,4247.09,206.24,74.55
2025-04-22,Google Ads,New Product,1631.14,18522,2438,38,16151.79,4982.83,584.73,42.92
2025-01-23,Google Ads,Brand Awareness,511.61,48402,3153,86,6126.8,4931.17,133.7,5.95
2024-08-28,Twitter,Summer Sale,3552.39,26490,3164,17,2699.42,1196.78,-57.7,208.96
2024-12-17,Facebook,New Product,3683.32,39011,4263,80,6977.97,1705.46,43.15,46.04
2024-07-15,Google Ads,Black Friday,1463.02,36071,2986,45,17896.1,1387.79,1028.37,32.51
2025-03-14,Instagram,New Product,1523.48,48754,4160,1,2740.4,1014.4,13.29,1523.48
2024-12-07,Instagram,Holiday Discount,2371.02,96949,1395,3,7051.41,767.68,165.02,790.34
2024-06-06,Google Ads,New Product,157.86,46102,2091,70,9936.66,2568.49,4567.53,2.26
2024-07-13,Facebook,Brand Awareness,3957.15,15040,2724,52,754.4,4365.04,-191.24,76.1
2025-02-28,Google Ads,New Product,1619.59,8046,1605,53,5433.87,2957.54,52.9,30.56
2024-10-04,Facebook,Brand Awareness,4276.13,40374,739,3,11953.11,4365.86,77.43,1425.38
2024-09-08,Twitter,Black Friday,4023.02,37189,4919,94,6546.9,4798.28,-56.53,42.8
2024-12-02,Affiliate,Holiday Discount,3323.94,84998,3502,47,17423.46,1928.04,366.18,70.72
2024-11-02,Email,Summer Sale,1658.13,87070,1584,75,18741.63,4181.63,778.1,22.11
2025-03-18,Google Ads,Black Friday,2605.77,35968,169,91,8886.7,280.63,230.27,28.63
2025-02-12,Twitter,Black Friday,2251.9,21935,4209,86,10687.21,2415.74,267.31,26.18
2024-06-19,Instagram,Summer Sale,1727.47,56581,4605,6,12653.08,1854.12,525.13,287.91
2024-08-08,Google Ads,New Product,4248.27,10009,4104,46,13324.25,1040.16,189.16,92.35
2024-08-19,Twitter,New Product,2443.36,47989,2902,95,1358.83,2203.2,-134.56,25.72
2024-06-11,Organic,New Product,4171.98,47876,1663,61,1168.22,2229.64,-125.44,68.39
2024-11-29,Organic,Holiday Discount,570.83,68482,3083,43,17325.19,4046.53,2226.2,13.28
2025-04-23,Organic,Black Friday,748.07,37724,2833,56,4475.45,4347.21,-82.86,13.36
2025-01-13,Google Ads,Brand Awareness,4887.74,52377,2986,70,11723.7,3291.61,72.52,69.82
2024-06-26,Google Ads,Summer Sale,2959.45,69861,4113,20,12530.97,3174.27,216.16,147.97
2025-04-04,Email,Black Friday,2573.36,9699,3938,47,3372.84,568.71,8.97,54.75
2024-11-24,Google Ads,New Product,2639.62,4745,3834,54,15255.77,2884.8,368.66,48.88
2024-06-23,Facebook,Summer Sale,1115.58,45837,2676,41,17332.32,1386.73,1329.35,27.21
2024-09-14,Organic,Brand Awareness,3607.58,31794,3594,75,5779.02,1487.92,18.95,48.1
2025-04-02,Organic,Black Friday,469.66,91080,1199,66,17569.02,491.98,3536.04,7.12
2024-06-01,Instagram,Black Friday,2887.95,22198,4852,31,1712.64,3186.62,-151.04,93.16
2025-01-27,Organic,Holiday Discount,2875.31,58803,1759,64,16029.23,2927.37,355.67,44.93
2024-11-23,Organic,Black Friday,4575.23,14489,3208,90,12838.21,1116.96,156.19,50.84
2024-10-12,Email,Black Friday,2654.6,51557,1416,91,11703.9,1329.92,290.79,29.17
2024-12-13,Google Ads,Brand Awareness,728.46,62439,4099,58,4679.64,3869.55,11.21,12.56
2025-02-05,Facebook,Brand Awareness,2885.13,23474,4540,55,7300.65,3968.81,15.48,52.46
2024-09-20,Facebook,Summer Sale,502.07,57439,4629,46,18215.06,2475.56,3034.92,10.91
2025-02-12,Google Ads,New Product,1058.78,84956,4811,95,9368.25,762.03,712.84,11.15
2025-04-23,Facebook,Brand Awareness,203.99,56186,505,24,11928.16,296.85,5601.9,8.5
2024-06-29,Google Ads,Summer Sale,2590.8,69213,4355,77,18723.45,1371.91,569.74,33.65
2025-02-27,Instagram,Black Friday,468.44,56296,4670,89,9383.12,3661.31,1121.46,5.26
2025-05-12,Twitter,Summer Sale,2373.5,35512,725,37,7826.56,3012.07,102.84,64.15
2024-06-10,Google Ads,Summer Sale,4668.08,77711,1051,41,17874.72,3596.17,205.88,113.86
2025-03-28,Organic,Summer Sale,3612.82,2177,4121,25,18226.67,2369.3,338.92,144.51
2024-12-31,Email,Summer Sale,433.19,1761,945,29,7157.3,3778.44,679.99,14.94
2025-01-11,Google Ads,Brand Awareness,1159.84,7458,2404,31,11880.59,2414.41,716.16,37.41
2024-11-25,Twitter,New Product,3384.63,60698,3143,2,19278.18,438.39,456.63,1692.32
2024-11-26,Instagram,Summer Sale,4478.77,55775,109,12,1203.87,417.69,-82.45,373.23
2024-11-06,Facebook,Holiday Discount,212.95,54866,4531,5,892.07,4160.88,-1635.01,42.59
2024-09-12,Organic,Black Friday,4071.63,21110,2814,61,10379.95,3155.53,77.43,66.75
2024-10-28,Facebook,Black Friday,2830.98,94789,1844,91,5895.68,1410.05,58.45,31.11
2024-09-16,Email,Black Friday,2753.15,84853,3312,56,11678.81,3790.73,186.51,49.16
2025-01-15,Google Ads,Black Friday,4791.18,62446,2579,98,14513.48,695.96,188.39,48.89
2025-03-30,Organic,Black Friday,3750.84,29433,1992,78,1474.58,3233.31,-146.89,48.09
2024-06-01,Facebook,Summer Sale,4258.09,73715,3537,71,17659.11,4947.64,198.53,59.97
2024-07-24,Email,New Product,1802.28,15849,4941,37,5610.05,767.1,168.71,48.71
2025-03-03,Google Ads,Holiday Discount,2794.1,70980,3471,36,7688.81,726.89,149.17,77.61
2024-07-10,Email,Brand Awareness,3096.26,69500,4746,74,6807.03,2349.82,43.95,41.84
2024-11-04,Organic,Holiday Discount,1641.84,42990,4128,29,16812.71,3220.45,727.87,56.62
2025-01-21,Instagram,Brand Awareness,2872.73,60891,1423,80,3495.98,152.2,16.4,35.91
2024-07-23,Email,Brand Awareness,1221.44,60866,3603,38,670.6,2508.36,-250.46,32.14
2025-05-27,Instagram,Holiday Discount,759.71,79347,3722,85,19438.85,434.19,2401.57,8.94
2024-09-30,Twitter,Summer Sale,1901.15,76603,1132,41,19614.59,1221.79,867.46,46.37
2025-01-29,Instagram,Black Friday,3709.48,40992,4297,33,5228.09,3567.74,-55.24,112.41
2025-02-17,Organic,Summer Sale,4585.13,66097,983,93,286.12,3699.55,-174.45,49.3
2025-04-22,Organic,Black Friday,2315.68,77008,2637,81,12953.75,3654.07,301.6,28.59
2024-06-23,Facebook,New Product,3231.98,81662,4135,13,13004.42,344.43,291.71,248.61
2025-01-17,Google Ads,Brand Awareness,560.03,4101,607,6,18813.1,3938.08,2556.11,93.34
2024-11-09,Facebook,Holiday Discount,4527.1,27990,4763,66,6039.56,2172.39,-14.58,68.59
2024-06-16,Organic,New Product,2864.59,70214,4169,8,3871.13,2387.04,-48.19,358.07
2025-05-09,Google Ads,Black Friday,3912.67,35611,1592,64,12366.01,2110.06,162.12,61.14
2024-09-30,Instagram,Summer Sale,3982.48,62495,2432,96,11317.05,4287.97,76.5,41.48
2025-02-10,Organic,Holiday Discount,1319.58,97265,4148,9,14382.96,3406.25,731.83,146.62
2024-07-31,Facebook,Brand Awareness,2669.41,52090,1057,23,17714.04,2510.13,469.56,116.06
2025-03-07,Email,New Product,4804.37,95571,1331,71,11238.93,4174.75,47.04,67.67
2025-03-08,Google Ads,Brand Awareness,493.69,16958,4408,95,3086.5,4030.71,-291.26,5.2
2024-08-12,Google Ads,Black Friday,3431.1,90786,170,21,12002.77,45.12,248.51,163.39
2025-03-22,Organic,Brand Awareness,4813.21,73619,4166,1,7544.62,2404.82,6.79,4813.21
2025-01-21,Google Ads,Summer Sale,1537.86,66256,954,46,9109.43,230.39,477.36,33.43
2024-11-15,Facebook,New Product,4314.17,88292,189,62,19193.74,1549.79,308.98,69.58
2025-01-10,Twitter,New Product,4671.6,68002,1865,2,11143.45,4023.11,52.42,2335.8
2024-08-20,Facebook,Summer Sale,3748.08,50887,4351,75,3077.98,4721.38,-143.85,49.97
2024-07-22,Affiliate,Brand Awareness,1195.08,1339,4188,82,8918.86,1225.49,543.75,14.57
2024-10-08,Affiliate,Summer Sale,1703.3,51528,1078,44,4645.77,126.7,165.31,38.71
2025-05-07,Facebook,Holiday Discount,227.26,87639,2304,88,2796.1,2023.63,239.91,2.58
2024-12-28,Google Ads,Summer Sale,4165.69,83624,394,83,14273.46,1688.89,202.1,50.19
2024-08-26,Organic,Brand Awareness,4255.58,70260,2469,5,12608.52,3391.29,116.59,851.12
2025-03-30,Instagram,Summer Sale,3181.92,54570,3353,93,10006.0,2485.39,136.35,34.21
2024-07-15,Google Ads,Black Friday,1795.01,22643,3285,39,8522.44,2006.26,263.02,46.03
2025-04-08,Organic,Summer Sale,430.21,61252,2644,66,6512.13,1163.19,1143.33,6.52
2024-06-20,Google Ads,Summer Sale,3777.64,92580,1437,81,1851.37,4145.83,-160.74,46.64
2024-12-28,Twitter,Brand Awareness,3646.3,11334,4067,45,6055.47,1256.98,31.6,81.03
2024-10-05,Google Ads,Holiday Discount,4567.38,99856,1033,75,16784.05,292.58,261.07,60.9
2024-07-23,Google Ads,Holiday Discount,3666.13,63977,4480,13,15695.14,2831.76,250.87,282.01
2024-08-01,Google Ads,Brand Awareness,4152.04,1789,2172,93,19449.12,1600.4,329.88,44.65
2025-04-28,Affiliate,Brand Awareness,3742.48,34941,3044,32,13155.74,3567.93,156.19,116.95
2025-04-05,Email,Brand Awareness,3171.9,1552,2950,43,11117.43,422.74,237.17,73.77
2024-06-12,Organic,Black Friday,2163.48,20806,825,8,5991.29,4832.21,-46.43,270.44
2025-04-24,Facebook,New Product,4515.48,37979,3968,74,1629.52,950.55,-84.96,61.02
2025-02-09,Facebook,Summer Sale,3272.29,9823,785,89,12398.56,1798.14,223.95,36.77
2024-12-04,Google Ads,Brand Awareness,2021.86,32980,1536,59,9814.43,2415.16,265.96,34.27
2024-06-02,Instagram,Brand Awareness,463.17,1860,445,11,15205.58,4452.79,2221.56,42.11
2024-07-20,Instagram,Brand Awareness,1488.99,1290,4828,28,8295.97,3618.25,214.15,53.18
2024-08-08,Email,Holiday Discount,2741.45,43417,2051,97,19712.47,741.25,592.01,28.26
2024-06-28,Facebook,Brand Awareness,1414.4,80880,3497,39,8012.48,2204.3,310.65,36.27
2025-02-22,Twitter,Summer Sale,1145.11,6870,413,26,6728.13,2723.7,249.7,44.04
2024-10-29,Google Ads,Brand Awareness,2660.6,34397,3337,72,17432.63,3516.59,423.04,36.95
2024-07-17,Affiliate,Summer Sale,890.61,17186,1904,26,7970.58,2867.64,472.97,34.25
2025-01-13,Google Ads,Black Friday,4012.03,98801,4238,32,17430.86,2297.53,277.2,125.38
2025-05-24,Instagram,New Product,2447.62,22016,4411,46,644.35,3832.43,-230.25,53.21
2025-02-10,Facebook,Holiday Discount,2890.62,70616,793,28,13882.61,1902.73,314.44,103.24
2025-04-25,Facebook,Summer Sale,779.55,79508,423,7,1529.87,4936.12,-536.95,111.36
2025-04-21,Instagram,Black Friday,1656.65,68296,4239,35,3049.83,4739.96,-202.02,47.33
2024-12-31,Facebook,New Product,2079.94,12274,4177,66,14031.49,3542.75,404.28,31.51
2025-02-01,Facebook,New Product,4050.65,24304,3784,22,5865.49,4415.41,-64.2,184.12
2024-09-11,Organic,New Product,3862.29,78702,4134,22,4287.62,1978.01,-40.2,175.56
2025-03-04,Email,Summer Sale,1153.74,69934,189,3,16050.37,2915.72,1038.44,384.58
2025-03-15,Organic,Black Friday,3100.09,97161,3070,46,18930.31,1377.82,466.19,67.39
2024-07-21,Google Ads,Brand Awareness,1255.11,48698,3342,50,4724.37,4430.48,-76.58,25.1
2024-10-28,Email,Black Friday,4941.82,77051,1614,8,6412.2,2365.7,-18.12,617.73
2024-08-18,Instagram,Black Friday,4763.01,15705,107,4,14310.06,2690.0,143.96,1190.75
2024-10-03,Facebook,Black Friday,2838.16,37329,3546,15,16324.33,4325.55,322.77,189.21
2024-12-16,Instagram,Summer Sale,3509.57,60736,2237,44,19983.33,3990.45,355.69,79.76
2025-03-04,Facebook,Summer Sale,4017.08,53996,2998,39,5540.08,1622.28,-2.47,103.0
2025-01-09,Google Ads,Summer Sale,3618.94,11607,4523,76,11176.71,455.39,196.26,47.62
2024-12-21,Google Ads,Black Friday,3514.15,53956,422,29,2766.98,827.22,-44.8,121.18
2025-04-14,Google Ads,Summer Sale,4794.84,31006,3184,73,6683.72,1708.7,3.76,65.68
2025-02-07,Email,New Product,3002.46,79554,1637,62,994.87,1540.35,-118.17,48.43
2025-04-15,Email,Summer Sale,3199.7,76352,827,84,4295.69,210.79,27.67,38.09
2024-09-25,Affiliate,Holiday Discount,4253.88,21494,4312,34,10180.25,2171.68,88.27,125.11
2025-02-15,Organic,Summer Sale,3365.96,22237,3272,26,3358.81,547.13,-16.47,129.46
2025-03-06,Google Ads,Summer Sale,3678.02,73367,3728,85,17798.73,1120.03,353.47,43.27
2025-01-16,Twitter,Summer Sale,1209.13,41963,4729,87,14235.15,3941.67,751.31,13.9
2025-02-11,Twitter,Summer Sale,1887.77,31541,2598,18,651.95,2484.5,-197.07,104.88
2025-05-12,Facebook,Holiday Discount,779.14,4447,2993,63,17546.36,1877.31,1911.07,12.37
2025-02-25,Instagram,Brand Awareness,2553.54,72120,1048,52,19548.69,943.47,628.6,49.11
2024-12-31,Affiliate,Summer Sale,2305.85,28156,609,54,10087.05,4334.07,149.49,42.7
2024-09-26,Instagram,New Product,4985.96,37559,3393,88,6360.75,4520.38,-63.09,56.66
2024-08-14,Twitter,Holiday Discount,3075.48,22465,3551,42,5342.94,2603.02,-10.91,73.23
2024-11-02,Google Ads,Brand Awareness,3942.9,43120,4064,93,1839.65,4607.95,-170.21,42.4
2025-01-24,Google Ads,Summer Sale,1703.37,83753,3728,54,9883.03,2334.65,343.14,31.54
2024-10-07,Facebook,Brand Awareness,4166.15,11190,4378,52,1097.79,554.07,-86.95,80.12
2025-01-28,Instagram,New Product,3094.67,64394,4705,13,10126.36,104.86,223.83,238.05
2025-01-12,Organic,Holiday Discount,3500.11,6335,970,32,5125.71,659.32,27.61,109.38
2025-02-04,Affiliate,Holiday Discount,1507.43,55639,1292,83,9581.0,3120.83,328.56,18.16
2024-12-19,Facebook,Brand Awareness,2765.76,72796,130,81,8425.84,1618.11,146.14,34.15
2024-11-10,Google Ads,Summer Sale,3188.48,26778,3670,66,6171.77,3248.58,-8.32,48.31
2024-10-08,Organic,Black Friday,2966.02,82141,2711,82,9027.9,2549.72,118.41,36.17
2025-05-02,Email,Holiday Discount,4580.21,19559,4848,58,9533.27,1678.4,71.5,78.97
2025-05-19,Google Ads,Black Friday,4496.45,43341,590,39,16690.47,1109.03,246.53,115.29
2024-11-05,Instagram,Holiday Discount,4856.37,21557,1324,27,13349.09,423.6,166.16,179.87
2024-12-14,Organic,Summer Sale,3353.77,44781,2835,78,8719.82,3916.31,43.23,43.0
2024-09-25,Organic,Summer Sale,4860.97,91453,3536,54,18114.31,4098.64,188.33,90.02
2025-04-13,Instagram,Holiday Discount,4170.77,92473,3207,79,15139.24,2716.43,197.85,52.79
2024-09-26,Facebook,Brand Awareness,1390.62,98074,4767,72,1606.77,802.33,-42.15,19.31
2025-01-23,Affiliate,Summer Sale,2165.81,73257,2293,73,3159.54,1332.37,-15.64,29.67
2025-01-03,Email,Summer Sale,1230.04,21575,3092,85,1725.19,4776.62,-348.08,14.47
2025-02-01,Facebook,New Product,70.78,73848,1370,43,6445.38,1145.19,7388.26,1.65
2024-12-29,Facebook,Summer Sale,980.84,5616,3043,99,8769.37,302.89,763.19,9.91
2025-03-19,Organic,New Product,70.1,65908,2141,52,10134.49,2759.25,10421.03,1.35
2024-06-01,Google Ads,Summer Sale,3613.2,34763,4108,14,17043.1,1324.33,335.04,258.09
2025-01-13,Google Ads,Summer Sale,2156.39,34124,3075,91,457.33,4788.03,-300.83,23.7
2024-12-06,Instagram,Brand Awareness,1597.24,91297,4204,8,8622.94,2882.34,259.41,199.66
2024-08-14,Facebook,Brand Awareness,3820.52,68229,528,35,8278.87,4829.76,-9.72,109.16
2025-05-11,Email,Summer Sale,4170.81,3590,2715,18,18954.77,3932.17,260.18,231.71
2024-11-16,Google Ads,Holiday Discount,4877.73,31870,1806,55,4896.63,3620.96,-73.85,88.69
2024-07-04,Email,Holiday Discount,3227.97,10534,1848,78,2535.88,4155.22,-150.17,41.38
2024-12-06,Facebook,Summer Sale,2334.57,8921,4929,52,2930.98,3032.33,-104.34,44.9
2024-06-10,Google Ads,Holiday Discount,1561.06,2691,3170,72,10450.84,75.38,564.64,21.68
2025-01-09,Google Ads,Summer Sale,1150.48,43042,3037,49,7878.99,1974.47,413.22,23.48
2024-09-26,Twitter,Brand Awareness,1103.98,52209,2628,8,15107.43,1110.71,1167.84,138.0
2025-02-26,Twitter,Black Friday,2075.49,69440,1076,37,6531.33,2182.88,109.51,56.09
2024-10-03,Google Ads,New Product,4959.34,54603,4523,66,2646.44,2363.34,-94.29,75.14
2024-11-06,Organic,Holiday Discount,54.23,45377,4717,81,7798.83,656.6,13070.26,0.67
2025-04-12,Email,Holiday Discount,1026.17,40705,2004,77,17672.41,136.69,1608.85,13.33
2024-09-27,Affiliate,Brand Awareness,982.55,97492,3363,78,8169.98,708.24,659.43,12.6
2024-07-14,Facebook,Holiday Discount,3599.74,19764,1614,41,16689.19,4289.99,244.45,87.8
2024-07-17,Email,Summer Sale,1794.8,74744,636,73,7493.45,3784.15,106.67,24.59
2024-08-08,Google Ads,Summer Sale,2313.44,16783,4502,27,5699.57,3998.49,-26.47,85.68
2025-01-22,Facebook,Black Friday,785.69,9515,734,20,15519.77,1396.01,1697.63,39.28
2024-06-20,Affiliate,Black Friday,2054.74,3070,3318,38,4263.77,1195.77,49.31,54.07
2024-08-21,Instagram,Black Friday,560.84,83850,3540,12,4713.43,206.11,703.67,46.74
2025-05-13,Facebook,Summer Sale,2688.56,14771,708,42,1091.28,2371.9,-147.63,64.01
2025-03-20,Google Ads,Black Friday,534.79,97776,1346,86,3838.13,1924.4,257.85,6.22
2024-09-03,Organic,Black Friday,3963.02,65206,1575,50,7638.43,4182.71,-12.8,79.26
2024-07-09,Email,Summer Sale,2854.68,84364,2132,31,8051.5,3415.7,62.39,92.09
2024-08-21,Facebook,Brand Awareness,3633.64,91514,4657,77,8470.5,738.54,112.79,47.19
2024-07-29,Affiliate,Holiday Discount,2121.66,21936,1121,65,9645.89,4936.03,121.99,32.64
